"
Willem II
","
Twente
"
Starting XI
1,K. Lamprou,[],1,N. Marsman,[]
26,K. Tshimanga,[],5,S. Thesker,[]
29,D. Lachman,[],2,H. ter Avest,[]
3,F. Heerkens,[],28,J. van der Lely,[]
4,J. Peters,"[('sub-out', ""18'"")]",25,P. Bijen,[]
46,P. van Anholt,[],43,M. Klich,[]
20,A. Kali,[],22,K. Mokotjo,[]
6,F. Ojo,"[('yellow-card', ""70'"")]",10,B. Celina,"[('sub-out', ""85'"")]"
8,T. Haye,"[('sub-out', ""72'"")]",17,E. Ünal,[]
9,Fran Sol,[],11,D. Seys,[]
14,J. Croux,[],14,Y. Yeboah,"[('sub-out', ""65'"")]"
