"
Toluca
","
Chiapas
"
Starting XI
1,A. Talavera,[],23,M. Muñoz,[]
5,O. González,[],24,J. Patiño,[]
4,P. Da Silva,"[('sub-out', ""68'"")]",15,Bruno Pires,"[('yellow-card', ""54'"")]"
2,E. Velarde,[],2,B. Angulo,"[('yellow-card', ""39'"")]"
29,Rodrigo Salinas,[],20,F. Araújo,[]
24,P. Barrientos,"[('sub-out', ""72'"")]",10,J. Fabbro,[]
25,J. Méndez,[],28,Lucas Silva,[]
19,R. Sambueza,[],18,D. Villalpando,[]
15,A. Ríos,[],22,Matheus,"[('sub-out', ""85'"")]"
20,F. Uribe,"[('sub-out', ""60'"")]",7,L. Mendoza,"[('sub-out', ""73'"")]"
7,Gabriel Hauche,[],29,Derley,"[('sub-out', ""59'"")]"
