"
Lorient
","
Dijon
"
Starting XI
40,B. Lecomte,[],30,B. Reynet,[]
13,M. Ciani,[],2,Á. Lang,"[('yellow-card', ""59'"")]"
25,V. Le Goff,[],23,V. Rüfli,"[('yellow-card', ""56'"")]"
20,S. Moreira,"[('yellow-card', ""86'"")]",4,J. Lotiès,[]
15,M. Peybernes,"[('yellow-card', ""29'""), ('sub-out', ""46'"")]",27,C. Varrault,[]
17,W. Mesloub,"[('yellow-card', ""72'"")]",8,P. Lees Melou,[]
7,A. Mvuemba,[],17,M. Abeid,[]
10,S. Marveaux,"[('sub-out', ""70'"")]",15,F. Balmont,"[('yellow-card', ""62'"")]"
19,R. Philippoteaux,"[('sub-out', ""87'"")]",13,M. Martin,"[('sub-out', ""72'"")]"
23,A. Wakaso,[],9,L. Diony,[]
9,A. Waris,[],11,Júlio Tavares,"[('sub-out', ""80'"")]"
