"
Querétaro
","
León
"
Starting XI
1,Tiago Volpi,[],25,W. Yarbrough,[]
27,H. Mier,[],23,J. Cornejo,"[('yellow-card', ""81'"")]"
3,M. Martínez,"[('yellow-card', ""90'+"")]",24,O. Rodríguez,"[('sub-out', ""72'"")]"
14,L. Noriega,[],3,G. Burdisso,[]
12,J. Bornstein,[],5,F. Navarro,[]
21,M. Jiménez,"[('sub-out', ""56'"")]",35,Juan González,[]
29,N. Cardozo,[],27,C. Peña,[]
28,J. Gómez,[],11,A. Andrade,"[('yellow-card', ""90'+"")]"
7,Camilo Sanvezzo,"[('yellow-card', ""60'""), ('sub-out', ""76'"")]",7,H. Burbano,"[('sub-out', ""68'"")]"
11,E. Benítez,[],20,L. López,[]
15,A. Sepúlveda,"[('sub-out', ""63'"")]",9,G. Cano,"[('sub-out', ""72'"")]"
