"
Bordeaux
","
Lille
"
Starting XI
30,J. Prior,[],1,V. Enyeama,[]
27,G. Sertic,"[('yellow-card', ""61'""), ('sub-out', ""80'"")]",2,S. Corchia,[]
29,M. Poundjé,"[('sub-out', ""46'"")]",5,R. Civelli,[]
20,Y. Sabaly,[],18,F. Béria,[]
6,I. Lewczuk,[],23,A. Soumaoro,"[('yellow-card', ""73'"")]"
5,N. Pallois,[],17,Rony Lopes,[]
18,J. Plašil,[],6,I. Amadou,"[('yellow-card', ""33'"")]"
33,Z. Youssouf,"[('sub-out', ""53'"")]",8,M. Obbadi,"[('sub-out', ""71'"")]"
9,D. Rolan,[],27,N. Sliti,"[('sub-out', ""85'"")]"
7,J. Ménez,[],9,Y. Benzia,"[('sub-out', ""90'+"")]"
24,G. Laborde,"[('yellow-card', ""32'"")]",12,N. de Préville,[]
