"
Guadalajara
","
América
"
Starting XI
30,R. Cota,[],23,M. Muñoz,[]
3,C. Salcido,[],6,M. Samudio,[]
4,J. Pereira,"[('yellow-card', ""78'"")]",17,V. Alvarado,"[('sub-out', ""83'"")]"
6,Edwin Hernández,[],2,P. Goltz,[]
7,O. Pineda,"[('yellow-card', ""19'""), ('sub-out', ""66'"")]",282,E. Álvarez,[]
23,J. Vázquez,[],12,Pablo Aguilar,[]
27,C. Peña,"[('sub-out', ""66'"")]",7,William da Silva,[]
24,C. Cisneros,"[('sub-out', ""57'"")]",30,R. Ibarra,[]
9,A. Pulido,[],24,O. Peralta,"[('yellow-card', ""36'"")]"
17,J. Sánchez,[],9,S. Romero,"[('sub-out', ""46'"")]"
11,I. Brizuela,"[('yellow-card', ""81'"")]",31,C. Quintero,"[('sub-out', ""77'"")]"
