"
Bayer Leverkusen
","
Ingolstadt
"
Starting XI
1,B. Leno,[],35,M. Hansen,[]
6,A. Dragović,[],3,A. Jung,"[('sub-out', ""90'+"")]"
16,T. Jedvaj,"[('yellow-card', ""59'""), ('sub-out', ""82'"")]",29,M. Suttner,[]
4,J. Tah,[],33,F. Hadergjonaj,[]
23,D. da Costa,"[('sub-out', ""46'"")]",32,M. Tisserand,"[('yellow-card', ""76'"")]"
15,J. Baumgartlinger,"[('sub-out', ""46'"")]",34,M. Matip,"[('yellow-card', ""85'"")]"
44,K. Kampl,[],10,P. Groß,"[('sub-out', ""75'"")]"
20,C. Aránguiz,"[('yellow-card', ""35'""), ('sec-yellow-card', ""49'"")]",36,A. Cohen,[]
14,A. Mehmedi,[],6,A. Morales,[]
7,J. Hernández,[],8,Roger,[]
10,H. Çalhanoğlu,[],11,D. Lezcano,"[('sub-out', ""75'"")]"
