"
United States
","
Serbia
"
Starting XI
1,N. Rimando,[],1,F. Manojlović,[]
2,G. Garza,"[('sub-out', ""69'"")]",14,N. Ćalasan,"[('sub-out', ""55'"")]"
5,C. Marshall,[],15,S. Panić,[]
15,S. Birnbaum,[],5,N. Maraš,[]
11,A. Bedoya,"[('sub-out', ""65'"")]",3,N. Miletić,[]
6,D. Nagbe,"[('sub-out', ""87'"")]",13,N. Ćirković,"[('yellow-card', ""80'"")]"
19,G. Zusi,[],7,S. Plavšić,"[('sub-out', ""81'"")]"
13,J. Jones,"[('sub-out', ""46'"")]",16,J. Đokić,"[('sub-out', ""77'"")]"
4,M. Bradley,[],10,A. Paločević,"[('sub-out', ""64'"")]"
16,S. Klještan,"[('yellow-card', ""57'""), ('sub-out', ""77'"")]",11,M. Gobeljić,"[('sub-out', ""84'"")]"
17,J. Altidore,"[('sub-out', ""74'"")]",18,S. Jovanović,"[('sub-out', ""64'"")]"
