"
Sassuolo
","
Empoli
"
Starting XI
47,A. Consigli,[],28,Ł. Skorupski,"[('yellow-card', ""22'"")]"
15,F. Acerbi,[],19,F. Barba,"[('yellow-card', ""34'"")]"
5,L. Antei,"[('yellow-card', ""69'"")]",21,M. Pasqual,[]
13,F. Peluso,[],6,G. Bellusci,"[('yellow-card', ""66'"")]"
23,M. Gazzola,[],24,U. Ćosić,[]
4,F. Magnanelli,"[('yellow-card', ""68'"")]",8,A. El Hadji,"[('sub-out', ""46'"")]"
6,L. Pellegrini,"[('sub-out', ""62'"")]",11,D. Croce,"[('yellow-card', ""35'"")]"
7,S. Missiroli,"[('sub-out', ""76'"")]",33,R. Krunić,"[('yellow-card', ""43'"")]"
90,A. Ragusa,"[('yellow-card', ""44'"")]",10,R. Saponara,[]
11,G. Defrel,"[('sub-out', ""80'"")]",89,G. Marilungo,"[('sub-out', ""56'"")]"
27,F. Ricci,[],7,M. Maccarone,"[('sub-out', ""56'"")]"
