"
Hull City
","
Burnley
"
Starting XI
16,E. Jakupovic,[],1,T. Heaton,[]
14,O. Elabdellaoui,"[('sub-out', ""82'"")]",2,M. Lowton,[]
13,A. Ranocchia,[],23,S. Ward,[]
3,A. Robertson,[],5,M. Keane,[]
5,H. Maguire,[],6,B. Mee,[]
8,T. Huddlestone,"[('yellow-card', ""53'"")]",21,G. Boyd,[]
10,A. N'Diaye,[],19,J. Barton,[]
27,Ahmed El Mohamady,[],18,A. Westwood,"[('yellow-card', ""40'""), ('sub-out', ""85'"")]"
15,S. Maloney,"[('sub-out', ""67'"")]",12,R. Brady,"[('sub-out', ""89'"")]"
17,K. Grosicki,[],7,A. Gray,"[('sub-out', ""85'"")]"
18,D. Mbokani,"[('sub-out', ""67'"")]",10,A. Barnes,"[('yellow-card', ""71'""), ('sec-yellow-card', ""90'+"")]"
