"
PSV
","
Excelsior
"
Starting XI
1,J. Zoet,[],25,W. Hahn,[]
4,S. Arias,[],2,K. Karami,[]
3,H. Moreno,[],23,M. Massop,[]
5,D. Schwaab,[],15,J. Mattheij,[]
15,J. Willems,[],5,B. Kuipers,[]
23,B. Ramselaar,[],12,Jeffry Fortes,"[('yellow-card', ""43'""), ('sub-out', ""63'"")]"
6,D. Pröpper,[],18,K. Vermeulen,[]
18,A. Guardado,"[('sub-out', ""85'"")]",24,H. Faik,[]
28,M. van Ginkel,"[('sub-out', ""88'"")]",7,N. Hasselbaink,"[('sub-out', ""75'"")]"
9,L. de Jong,"[('sub-out', ""85'"")]",11,S. Elbers,"[('sub-out', ""63'"")]"
7,G. Pereiro,[],17,Fredy,[]
