"
Juventus
","
Bologna
"
Starting XI
25,Neto,[],83,A. Mirante,[]
15,A. Barzagli,[],35,V. Torosidis,"[('yellow-card', ""35'"")]"
26,S. Lichtsteiner,"[('yellow-card', ""17'"")]",20,D. Maietta,[]
3,G. Chiellini,[],2,M. Oikonomou,[]
8,C. Marchisio,[],25,A. Masina,[]
6,S. Khedira,"[('sub-out', ""81'"")]",31,B. Džemaili,"[('sub-out', ""71'"")]"
27,S. Sturaro,[],6,F. Viviani,[]
22,K. Asamoah,[],17,G. Donsah,[]
5,M. Pjanić,"[('sub-out', ""70'"")]",11,L. Krejčí,"[('sub-out', ""71'"")]"
21,P. Dybala,[],10,M. Destro,[]
9,G. Higuaín,"[('sub-out', ""73'"")]",14,F. Di Francesco,"[('yellow-card', ""45'+""), ('sub-out', ""88'"")]"
