"
Chievo
","
Pescara"
Starting XI
70,S. Sorrentino,[],31,A. Bizzarri,[]
29,F. Cacciatore,[],86,G. Stendardo,[]
3,D. Dainelli,[],3,C. Biraghi,[]
2,N. Spolli,"[('yellow-card', ""34'"")]",11,F. Zampano,"[('sub-out', ""62'"")]"
18,M. Gobbi,[],35,A. Coda,"[('yellow-card', ""56'"")]"
1,J. de Guzmán,"[('yellow-card', ""38'"")]",8,L. Memushaj,"[('yellow-card', ""25'"")]"
19,L. Castro,"[('sub-out', ""78'"")]",5,A. Bruno,[]
56,P. Hetemaj,"[('yellow-card', ""23'"")]",7,V. Verre,[]
23,V. Birsa,"[('sub-out', ""89'"")]",10,Ahmed Benali,"[('sub-out', ""62'"")]"
69,R. Meggiorini,[],20,A. Cerri,"[('yellow-card', ""41'"")]"
45,R. Inglese,"[('sub-out', ""45'+"")]",17,G. Caprari,[]
