"
Utrecht
","
Feyenoord
"
Starting XI
1,R. Ruiter,"[('sub-out', ""75'"")]",25,B. Jones,[]
15,Robin van der Meer,"[('sub-out', ""90'+"")]",2,R. Karsdorp,[]
2,M. van der Maarel,[],6,J. van der Heijden,"[('sub-out', ""90'+"")]"
20,G. Troupée,[],33,Eric Botteghin,[]
7,R. Strieder,[],18,M. Nelom,[]
25,S. Amrabat,[],10,T. Vilhena,[]
6,Y. Ayoub,[],8,K. El Ahmadi,"[('yellow-card', ""39'"")]"
8,W. Janssen,[],28,J. Toornstra,"[('sub-out', ""72'"")]"
9,R. Zivkovic,"[('sub-out', ""84'"")]",11,E. Elia,[]
10,N. Barazite,[],9,N. Jørgensen,[]
22,S. Haller,[],7,D. Kuijt,[]
