"
Augsburg
","
Ingolstadt
"
Starting XI
35,M. Hitz,[],35,M. Hansen,[]
3,K. Stafylidis,"[('sub-out', ""72'"")]",32,M. Tisserand,[]
2,P. Verhaegh,[],18,R. Brégerie,[]
36,M. Hinteregger,"[('yellow-card', ""80'"")]",34,M. Matip,[]
14,J. Morávek,"[('yellow-card', ""66'""), ('sub-out', ""78'"")]",33,F. Hadergjonaj,"[('yellow-card', ""64'"")]"
38,K. Danso,[],29,M. Suttner,[]
10,D. Baier,[],10,P. Groß,"[('sub-out', ""88'"")]"
20,G. Kačar,"[('sub-out', ""66'"")]",21,S. Kittel,"[('sub-out', ""84'"")]"
19,Ja-Cheol Koo,"[('yellow-card', ""45'"")]",8,Roger,"[('yellow-card', ""75'"")]"
25,R. Bobadilla,[],36,A. Cohen,[]
27,A. Finnbogason,[],11,D. Lezcano,"[('sub-out', ""76'"")]"
