"
AFC Bournemouth
","
Liverpool
"
Starting XI
1,A. Boruc,[],1,L. Karius,[]
3,S. Cook,[],6,D. Lovren,[]
15,A. Smith,[],2,N. Clyne,[]
2,S. Francis,"[('yellow-card', ""50'"")]",21,Lucas Leiva,[]
5,N. Aké,[],23,E. Can,"[('yellow-card', ""87'"")]"
32,J. Wilshere,"[('yellow-card', ""48'"")]",5,G. Wijnaldum,[]
8,H. Arter,[],7,J. Milner,[]
19,J. Stanislas,"[('sub-out', ""55'"")]",14,J. Henderson,"[('yellow-card', ""53'"")]"
4,D. Gosling,"[('sub-out', ""75'"")]",11,Roberto Firmino,[]
17,J. King,"[('sub-out', ""46'"")]",27,D. Origi,[]
13,C. Wilson,[],19,S. Mané,"[('sub-out', ""69'"")]"
