"
Lorient
","
Saint-Étienne
"
Starting XI
16,P. Delecroix,[],30,J. Moulin,"[('red-card', ""10'"")]"
25,V. Le Goff,"[('yellow-card', ""73'"")]",2,K. Théophile Catherine,[]
6,F. Bellugou,[],4,L. Lacroix,[]
13,M. Ciani,"[('yellow-card', ""75'"")]",12,C. M'Bengue,"[('yellow-card', ""47'"")]"
24,W. Lautoa,"[('yellow-card', ""67'"")]",33,R. Pierre-Gabriel,"[('yellow-card', ""80'"")]"
17,W. Mesloub,[],17,O. Selnæs,[]
8,Cafú,"[('sub-out', ""77'"")]",14,J. Veretout,[]
10,S. Marveaux,[],7,B. Dabo,"[('sub-out', ""68'"")]"
19,R. Philippoteaux,"[('yellow-card', ""15'""), ('sub-out', ""84'"")]",10,O. Tannane,"[('sub-out', ""68'"")]"
34,E. Koffi,[],27,R. Berič,"[('sub-out', ""13'"")]"
12,B. Moukandjo,"[('sub-out', ""85'"")]",21,R. Hamouma,[]
