"
Swansea City
","
Middlesbrough
"
Starting XI
1,Ł. Fabiański,[],26,Víctor Valdés,[]
26,K. Naughton,[],2,Fábio,"[('yellow-card', ""23'""), ('sub-out', ""65'"")]"
16,Martin Olsson,[],6,B. Gibson,[]
33,F. Fernández,[],5,B. Espinosa,[]
6,A. Mawson,"[('yellow-card', ""58'"")]",17,Barragán,[]
24,J. Cork,[],8,A. Clayton,[]
42,T. Carroll,[],21,G. Ramírez,"[('sub-out', ""39'"")]"
8,L. Fer,"[('yellow-card', ""16'"")]",19,S. Downing,[]
23,G. Sigurðsson,[],37,Adama Traoré,[]
28,L. Narsingh,[],14,M. de Roon,[]
3,J. Ayew,[],10,Álvaro Negredo,"[('yellow-card', ""69'"")]"
