"
Houston Dynamo
","
Seattle Sounders
"
Starting XI
1,T. Deric,[],24,S. Frei,[]
20,A. DeLaGarza,[],33,J. Jones,[]
3,A. Machado,[],29,R. Torres,"[('yellow-card', ""67'"")]"
22,Leonardo,[],14,C. Marshall,"[('yellow-card', ""33'"")]"
7,D. Beasley,[],7,C. Roldan,[]
14,Alex,[],4,G. Svensson,"[('sub-out', ""85'"")]"
13,R. Clark,"[('sub-out', ""71'"")]",10,N. Lodeiro,[]
6,E. Alexander,"[('sub-out', ""86'"")]",6,O. Alonso,[]
9,E. Torres,"[('yellow-card', ""81'"")]",8,Á. Fernández,"[('sub-out', ""76'"")]"
12,R. Quioto,[],13,J. Morris,[]
17,A. Elis,"[('sub-out', ""74'"")]",2,C. Dempsey,[]
