"
Bayern München
","
Borussia Dortmund
"
Starting XI
26,S. Ulreich,[],38,R. Bürki,"[('yellow-card', ""68'"")]"
17,J. Boateng,[],25,S. Papastathopoulos,[]
27,D. Alaba,[],29,M. Schmelzer,[]
21,P. Lahm,[],5,Bartra,"[('yellow-card', ""45'+"")]"
14,Xabi Alonso,[],13,Raphaël Guerreiro,"[('sub-out', ""69'"")]"
8,Javi Martínez,"[('sub-out', ""79'"")]",28,M. Ginter,[]
10,A. Robben,[],27,G. Castro,"[('sub-out', ""46'"")]"
7,F. Ribéry,"[('sub-out', ""75'"")]",22,C. Pulisic,[]
23,A. Vidal,"[('yellow-card', ""63'"")]",7,O. Dembélé,"[('sub-out', ""59'"")]"
6,Thiago Alcântara,[],30,F. Passlack,"[('yellow-card', ""36'"")]"
9,R. Lewandowski,"[('yellow-card', ""24'""), ('sub-out', ""72'"")]",17,P. Aubameyang,[]
