"
Swansea City
","
Sunderland
"
Starting XI
1,Ł. Fabiański,[],13,J. Pickford,[]
22,Àngel Rangel,"[('yellow-card', ""60'"")]",5,P. Djilobodji,[]
3,N. Taylor,[],2,B. Jones,[]
2,Jordi Amat,[],23,L. Koné,[]
6,A. Mawson,[],3,P. van Aanholt,[]
15,W. Routledge,[],4,J. Denayer,"[('yellow-card', ""43'"")]"
56,J. Fulton,[],20,S. Pienaar,"[('sub-out', ""85'"")]"
23,G. Sigurðsson,[],7,S. Larsson,"[('sub-out', ""55'"")]"
7,L. Britton,[],17,D. Ndong,"[('yellow-card', ""18'""), ('sub-out', ""57'"")]"
17,M. Barrow,"[('sub-out', ""77'"")]",18,J. Defoe,[]
9,Llorente,"[('sub-out', ""84'"")]",28,V. Anichebe,[]
