"
Sunderland
","
Burnley
"
Starting XI
1,V. Mannone,[],29,N. Pope,[]
22,D. Love,[],23,S. Ward,[]
5,P. Djilobodji,[],26,J. Tarkowski,[]
3,P. van Aanholt,[],5,M. Keane,[]
4,J. Denayer,[],27,T. Darikwa,"[('yellow-card', ""69'"")]"
21,Javi Manquillo,[],19,J. Barton,"[('yellow-card', ""89'"")]"
44,A. Januzaj,[],37,S. Arfield,"[('sub-out', ""60'"")]"
7,S. Larsson,"[('sub-out', ""84'"")]",16,S. Defour,[]
8,J. Rodwell,[],25,J. Guðmunds­son,"[('sub-out', ""72'"")]"
9,F. Borini,[],9,S. Vokes,[]
18,J. Defoe,[],7,A. Gray,"[('sub-out', ""72'"")]"
