"
Sporting Gijón
","
Osasuna
"
Starting XI
1,Pichu Cuéllar,[],13,Nauzet Pérez,[]
2,Douglas Pereira,"[('yellow-card', ""68'"")]",6,Oier,[]
16,Lillo Castellano,[],21,Carlos Clerc,[]
4,Jorge Meré,[],4,Miguel Flaño,[]
5,F. Amorebieta,"[('yellow-card', ""37'"")]",33,Iván Márquez,"[('yellow-card', ""39'"")]"
23,Moi Gómez,"[('sub-out', ""79'"")]",31,Imanol García,[]
6,Sergio Álvarez,[],20,De las Cuevas,[]
18,Isma López,[],8,G. Čaušić,[]
8,R. Aït-Atmane,"[('sub-out', ""69'"")]",10,Roberto Torres,"[('sub-out', ""58'"")]"
24,D. Čop,"[('yellow-card', ""67'""), ('sub-out', ""81'"")]",19,Kenan,"[('sub-out', ""46'"")]"
19,Carlos Carmona,[],9,Oriol Riera,[]
