"
Olympique Marseille
","
Nancy
"
Starting XI
16,Y. Pelé,[],1,S. Chernik,[]
15,T. Hubočan,[],2,C. Lenglet,[]
2,H. Sakai,[],14,J. Cuffaut,[]
6,Rolando,[],3,T. Badila,"[('yellow-card', ""24'"")]"
24,R. Fanni,[],4,M. Diagne,[]
29,A. Zambo Anguissa,[],13,S. N’Guessan,"[('sub-out', ""81'"")]"
26,F. Thauvin,"[('sub-out', ""89'"")]",19,L. Puyo,[]
27,M. Lopez,"[('sub-out', ""83'"")]",10,I. Dia,[]
19,W. Vainqueur,[],25,B. Pedretti,"[('red-card', ""82'"")]"
14,C. N'Jie,[],5,A. Diarra,"[('sub-out', ""70'"")]"
18,B. Gomis,"[('sub-out', ""90'+"")]",15,Y. Hadji,"[('sub-out', ""61'"")]"
