"
Flamengo
","
Atlético PR
"
Starting XI
1,Alex Muralha,[],12,Weverton,[]
15,Réver,[],6,Sidcley,[]
21,Pará,"[('yellow-card', ""79'""), ('sub-out', ""89'"")]",13,Paulo André,"[('yellow-card', ""26'"")]"
13,M. Trauco,[],4,Thiago Heleno,[]
6,Rene,[],2,Jonathan,[]
25,A. Donatti,"[('yellow-card', ""60'"")]",27,Deivid,"[('sub-out', ""71'"")]"
10,Diego,"[('sub-out', ""66'"")]",11,Nikão,[]
5,Willian Arão,[],20,Matheus Rossetto,[]
8,Marcio Araujo,[],3,L. González,"[('sub-out', ""75'"")]"
9,P. Guerrero,[],28,Douglas Coutinho,[]
17,Gabriel,"[('sub-out', ""72'"")]",29,Eduardo da Silva,"[('sub-out', ""57'"")]"
