"
Real Betis
","
Leganés
"
Starting XI
13,Adán,[],1,N. Champagne,[]
4,Bruno González,"[('yellow-card', ""58'"")]",4,Adrián Marín,[]
28,José Carlos,[],17,Víctor Díaz,"[('sub-out', ""59'"")]"
14,R. Durmisi,[],5,M. Mantovani,"[('yellow-card', ""14'"")]"
20,G. Pezzella,[],18,Pablo Ínsua,[]
2,Rafa Navarro,"[('sub-out', ""70'"")]",3,Bustinza,"[('yellow-card', ""78'"")]"
10,Dani Ceballos,[],19,Unai López,"[('yellow-card', ""60'""), ('sub-out', ""77'"")]"
5,Petros,"[('yellow-card', ""30'""), ('sub-out', ""66'"")]",24,Timor,[]
8,J. Martin,[],6,Alberto,"[('yellow-card', ""37'""), ('sub-out', ""52'"")]"
9,A. Sanabria,"[('sub-out', ""36'"")]",9,Guerrero,[]
24,Rubén Castro,[],7,D. Machís,[]
