"
Leganés
","
Deportivo La Coruña
"
Starting XI
13,Iago Herrerín,[],1,G. Lux,"[('yellow-card', ""63'"")]"
15,Diego Rico,[],6,Albentosa,"[('red-card', ""62'"")]"
22,D. Siovas,[],3,Fernando Navarro,"[('yellow-card', ""78'"")]"
5,M. Mantovani,[],12,Sidnei,[]
2,Tito,[],20,Guilherme,"[('yellow-card', ""75'"")]"
12,Erik Morán,"[('yellow-card', ""66'""), ('sub-out', ""72'"")]",8,E. Çolak,[]
21,Rubén Pérez,[],11,Carles Gil,"[('sub-out', ""69'"")]"
11,A. Szymanowski,[],2,Juanfran,[]
8,Gabriel,[],5,Pedro Mosquera,"[('sub-out', ""46'"")]"
9,Guerrero,"[('yellow-card', ""69'""), ('sub-out', ""77'"")]",23,G. Kakuta,"[('sub-out', ""46'"")]"
25,N. El Zhar,"[('sub-out', ""86'"")]",7,Joselu,"[('yellow-card', ""90'"")]"
