"
Osasuna
","
Real Madrid
"
Starting XI
25,S. Sirigu,[],1,K. Navas,[]
6,Oier,[],12,Marcelo,[]
22,N. Vujadinović,[],23,Danilo,"[('sub-out', ""57'"")]"
3,C. Bonnín,"[('sub-out', ""15'"")]",4,Sergio Ramos,[]
16,Fuentes,"[('yellow-card', ""10'""), ('sub-out', ""53'"")]",5,R. Varane,[]
8,G. Čaušić,"[('yellow-card', ""90'+"")]",6,Nacho,[]
14,Fausto Tienza,"[('yellow-card', ""37'""), ('sub-out', ""61'"")]",22,Isco,"[('sub-out', ""88'"")]"
11,Álex Berenguer,[],14,Casemiro,[]
17,Jaime Romero,[],19,L. Modrić,"[('yellow-card', ""28'"")]"
12,E. Rivière,[],7,Cristiano Ronaldo,[]
7,Sergio León,[],9,K. Benzema,"[('sub-out', ""72'"")]"
