"
Espanyol
","
Sporting Gijón
"
Starting XI
13,Diego López,[],1,Pichu Cuéllar,[]
29,Aaron Martín,[],5,F. Amorebieta,[]
23,D. Reyes,[],3,J. Babin,"[('sub-out', ""66'"")]"
18,Javi Fuego,[],4,Jorge Meré,[]
15,David López,[],2,Douglas Pereira,[]
4,Víctor Sánchez,[],18,Isma López,[]
14,José Jurado,[],23,Moi Gómez,"[('sub-out', ""66'"")]"
7,Gerard Moreno,[],6,Sergio Álvarez,"[('yellow-card', ""86'"")]"
11,Léo Baptistão,[],8,R. Aït-Atmane,"[('yellow-card', ""84'"")]"
17,H. Pérez,"[('sub-out', ""20'"")]",19,Carlos Carmona,"[('sub-out', ""77'"")]"
10,F. Caicedo,"[('sub-out', ""80'"")]",24,D. Čop,[]
