"
Toluca
","
Puebla
"
Starting XI
1,A. Talavera,[],17,C. Campestrini,"[('yellow-card', ""69'"")]"
2,E. Velarde,"[('yellow-card', ""34'"")]",2,R. Herrera,[]
5,O. González,[],32,C. Pérez,"[('yellow-card', ""58'"")]"
29,Rodrigo Salinas,[],5,E. Dueñas,"[('yellow-card', ""30'"")]"
4,P. Da Silva,"[('yellow-card', ""28'"")]",8,F. Acuña,"[('sub-out', ""84'"")]"
15,A. Ríos,"[('sub-out', ""64'"")]",6,P. Míguez,[]
19,R. Sambueza,"[('yellow-card', ""29'"")]",25,A. Canelo,"[('sub-out', ""90'+"")]"
24,P. Barrientos,"[('yellow-card', ""63'"")]",16,D. Toledo,[]
7,Gabriel Hauche,[],3,C. Gutiérrez,[]
20,F. Uribe,"[('sub-out', ""46'"")]",34,G. Esparza,"[('sub-out', ""62'"")]"
11,C. Esquivel,"[('sub-out', ""46'"")]",9,J. Amione,[]
