"
Wolverhampton Wanderers
","
Chelsea
"
Starting XI
1,C. Ikeme,[],1,A. Begović,[]
2,M. Doherty,[],6,N. Aké,[]
30,K. Hause,[],26,J. Terry,[]
6,D. Batth,"[('yellow-card', ""70'"")]",29,N. Chalobah,[]
16,C. Coady,[],5,K. Zouma,[]
4,D. Edwards,[],11,Pedro,"[('yellow-card', ""49'""), ('sub-out', ""73'"")]"
19,J. Price,[],15,V. Moses,[]
8,G. Saville,"[('yellow-card', ""21'""), ('sub-out', ""84'"")]",4,Fàbregas,[]
17,Hélder Costa,[],22,Willian,"[('sub-out', ""80'"")]"
63,A. Weimann,"[('yellow-card', ""33'""), ('sub-out', ""76'"")]",10,E. Hazard,"[('sub-out', ""86'"")]"
22,J. Böðvarsson,"[('sub-out', ""84'"")]",19,Diego Costa,[]
