"
Vitesse
","
Willem II"
Starting XI
1,E. Room,[],1,K. Lamprou,[]
3,M. van der Werff,"[('sub-out', ""37'"")]",29,D. Lachman,[]
17,K. Diks,"[('yellow-card', ""81'"")]",4,J. Peters,[]
37,G. Kashia,[],26,K. Tshimanga,"[('yellow-card', ""70'"")]"
5,K. Leerdam,"[('yellow-card', ""75'"")]",46,P. van Anholt,[]
18,M. Nakamba,"[('sub-out', ""87'"")]",5,D. Koppers,"[('yellow-card', ""80'"")]"
34,L. Baker,[],8,T. Haye,"[('sub-out', ""77'"")]"
10,A. Tighadouini,"[('sub-out', ""72'"")]",20,A. Kali,[]
13,R. van Wolfswinkel,[],25,E. Lieftink,[]
7,M. Rashica,[],9,Fran Sol,"[('sub-out', ""90'+"")]"
11,Nathan,[],58,O. Oularé,"[('yellow-card', ""90'+"")]"
