"
Villarreal
","
Valencia
"
Starting XI
1,Sergio Asenjo,[],1,Diego Alves,[]
2,Mario Gaspar,[],5,E. Mangala,[]
12,Álvaro González,[],2,João Cancelo,[]
6,Víctor Ruíz,"[('yellow-card', ""49'"")]",24,E. Garay,"[('yellow-card', ""80'"")]"
11,Jaume Costa,"[('yellow-card', ""89'"")]",14,José Gayá,[]
20,R. Soriano,"[('sub-out', ""61'"")]",28,Carlos Soler,"[('sub-out', ""78'"")]"
14,Trigueros,[],10,Dani Parejo,[]
21,Bruno,[],8,E. Pérez,"[('yellow-card', ""33'"")]"
8,J. dos Santos,"[('sub-out', ""83'"")]",17,Nani,[]
18,N. Sansone,[],9,Munir,"[('sub-out', ""87'"")]"
10,Alexandre Pato,[],22,Santi Mina,"[('sub-out', ""81'"")]"
