"
NEC
","
Sparta Rotterdam
"
Starting XI
1,J. Delle,[],1,R. Kortsmit,"[('yellow-card', ""81'"")]"
15,R. Buwalda,"[('sub-out', ""46'"")]",3,S. Floranus,[]
3,D. Dumić,[],8,M. Dijkstra,[]
2,M. Heinloth,[],6,R. van Drongelen,[]
4,W. Golla,"[('yellow-card', ""68'"")]",5,M. Breuer,[]
24,A. Fomitschow,[],2,D. Dumfries,"[('yellow-card', ""75'"")]"
34,G. Breinburg,[],4,R. Sanusi,"[('yellow-card', ""41'"")]"
19,J. von Haacke,"[('sub-out', ""74'"")]",10,P. van Moorsel,"[('yellow-card', ""59'"")]"
16,F. Kadioglu,[],7,Jerson Cabral,"[('sub-out', ""74'"")]"
18,K. Mayi,"[('sub-out', ""46'"")]",9,M. Pusic,"[('sub-out', ""85'"")]"
20,M. Rayhi,[],11,Iván Calero,"[('sub-out', ""74'"")]"
