"
Villarreal
","
Real Madrid
"
Starting XI
1,Sergio Asenjo,"[('sub-out', ""35'"")]",1,K. Navas,[]
2,Mario Gaspar,"[('yellow-card', ""90'"")]",3,Pepe,"[('yellow-card', ""90'+"")]"
11,Jaume Costa,[],4,Sergio Ramos,"[('yellow-card', ""77'"")]"
6,Víctor Ruíz,[],2,Daniel Carvajal,[]
5,M. Musacchio,[],12,Marcelo,[]
8,J. dos Santos,[],14,Casemiro,"[('sub-out', ""58'"")]"
21,Bruno,"[('yellow-card', ""73'"")]",19,L. Modrić,[]
19,Samu Castillejo,[],8,T. Kroos,[]
14,Trigueros,"[('sub-out', ""75'"")]",11,G. Bale,"[('sub-out', ""89'"")]"
15,Adrián,"[('sub-out', ""57'"")]",7,Cristiano Ronaldo,[]
17,C. Bakambu,[],9,K. Benzema,"[('sub-out', ""77'"")]"
