"
Lille
","
Bordeaux"
Starting XI
1,V. Enyeama,[],16,C. Carrasso,[]
2,S. Corchia,"[('yellow-card', ""89'"")]",2,M. Gajić,"[('yellow-card', ""90'+"")]"
22,J. Alonso,[],5,N. Pallois,[]
15,J. Palmieri,"[('yellow-card', ""36'""), ('sec-yellow-card', ""80'"")]",4,V. Jovanović,"[('sub-out', ""75'"")]"
18,F. Béria,[],3,D. Contento,[]
6,I. Amadou,"[('yellow-card', ""40'"")]",13,Y. Sankhare,[]
8,Xeka,"[('yellow-card', ""66'"")]",14,J. Toulalan,[]
11,E. Bauthéac,"[('sub-out', ""46'"")]",23,V. Vada,"[('yellow-card', ""42'""), ('sub-out', ""61'"")]"
9,Y. Benzia,"[('sub-out', ""60'"")]",24,G. Laborde,[]
12,N. de Préville,"[('sub-out', ""81'"")]",25,Malcom,"[('sub-out', ""75'"")]"
7,A. El Ghazi,[],11,F. Kamano,[]
