"
Cruz Azul
","
Atlas
"
Starting XI
1,José Corona,[],1,O. Ustari,"[('sub-out', ""46'"")]"
6,J. Velázquez,[],18,L. Robles,[]
2,O. Mendoza,"[('yellow-card', ""40'"")]",5,G. Aguirre,[]
4,J. Domínguez,[],3,L. Jiménez,[]
16,A. Aldrete,"[('sub-out', ""56'"")]",14,R. Reyes,[]
22,R. Baca,[],9,F. Martínez,"[('sub-out', ""62'"")]"
8,G. Peñalba,"[('sub-out', ""76'"")]",20,C. Aboagye,"[('sub-out', ""82'"")]"
14,M. Rodríguez,[],13,J. Salas,[]
13,Á. Mena,[],28,M. Barragán,[]
9,J. Rojas,"[('sub-out', ""46'"")]",27,J. Madueña,[]
7,M. Cauteruccio,[],15,B. Garnica,[]
