"
Nice
","
Dijon
"
Starting XI
30,Y. Cardinale,[],30,B. Reynet,[]
32,M. Sarr,[],23,V. Rüfli,"[('yellow-card', ""41'"")]"
31,Dante,[],21,Y. Abdelhamid,"[('yellow-card', ""31'"")]"
20,M. Le Marchand,[],2,Á. Lang,"[('sub-out', ""81'"")]"
2,A. Souquet,"[('yellow-card', ""36'"")]",27,C. Varrault,"[('red-card', ""88'"")]"
18,R. Walter,[],26,F. Chafik,[]
6,J. Seri,"[('sub-out', ""78'"")]",8,P. Lees Melou,"[('sub-out', ""75'"")]"
25,W. Cyprien,[],22,J. Gastien,"[('yellow-card', ""84'"")]"
5,Y. Belhanda,[],17,M. Abeid,[]
9,M. Balotelli,[],9,L. Diony,[]
14,A. Plea,[],11,Júlio Tavares,[]
