"
PEC Zwolle
","
Vitesse
"
Starting XI
1,M. van der Hart,[],23,M. Tørnes,[]
2,B. van Polen,[],37,G. Kashia,[]
21,D. Warmerdam,[],5,K. Leerdam,[]
13,P. Sandler,"[('sub-out', ""70'"")]",17,K. Diks,[]
15,O. Bouy,[],19,M. Miazga,"[('yellow-card', ""54'"")]"
6,M. Saymak,"[('sub-out', ""81'"")]",18,M. Nakamba,[]
23,D. Holla,[],10,A. Tighadouini,[]
11,Q. Menig,[],25,N. Foor,"[('sub-out', ""69'"")]"
30,R. Thomas,[],34,L. Baker,"[('sub-out', ""69'"")]"
44,N. Brock-Madsen,[],13,R. van Wolfswinkel,"[('sub-out', ""79'"")]"
20,K. Ehizibue,"[('sub-out', ""77'"")]",7,M. Rashica,[]
