"
Southampton
","
AFC Bournemouth"
Starting XI
1,F. Forster,[],1,A. Boruc,[]
2,Cédric Soares,[],2,S. Francis,[]
21,R. Bertrand,[],11,C. Daniels,[]
24,J. Stephens,[],15,A. Smith,[]
3,M. Yoshida,[],3,S. Cook,[]
8,S. Davis,[],24,R. Fraser,[]
14,Oriol Romeu,"[('yellow-card', ""90'+"")]",4,D. Gosling,[]
22,N. Redmond,[],7,M. Pugh,[]
11,D. Tadić,"[('sub-out', ""80'"")]",6,A. Surman,"[('sub-out', ""46'"")]"
16,J. Ward-Prowse,"[('sub-out', ""63'"")]",17,J. King,"[('sub-out', ""70'"")]"
9,J. Rodriguez,"[('sub-out', ""63'"")]",9,B. Afobe,[]
