"
Angers SCO
","
Bordeaux
"
Starting XI
1,D. Petric,[],30,J. Prior,[]
29,V. Manceau,[],21,T. Pellenard,[]
24,R. Thomas,[],5,N. Pallois,[]
8,I. Traoré,"[('yellow-card', ""41'"")]",6,I. Lewczuk,[]
26,M. Tahrat,"[('yellow-card', ""18'""), ('sub-out', ""76'"")]",27,G. Sertic,[]
25,A. Bamba,[],20,Y. Sabaly,[]
15,P. Capelle,[],23,V. Vada,"[('sub-out', ""74'"")]"
5,T. Mangani,[],14,J. Toulalan,"[('yellow-card', ""60'"")]"
18,B. Santamaria,[],9,D. Rolan,"[('yellow-card', ""21'"")]"
22,J. Bamba,"[('sub-out', ""61'"")]",24,G. Laborde,[]
2,K. Bérigaud,"[('sub-out', ""68'"")]",25,Malcom,"[('sub-out', ""68'"")]"
