"
Heracles
","
PEC Zwolle"
Starting XI
1,B. Castro,[],1,M. van der Hart,[]
3,M. te Wierik,[],3,T. van de Pavert,"[('yellow-card', ""68'"")]"
12,W. Droste,"[('sub-out', ""67'"")]",22,B. Schenkeveld,"[('red-card', ""16'"")]"
27,J. Hoogma,[],4,D. Marcellis,[]
10,T. Bruns,[],21,D. Warmerdam,"[('sub-out', ""46'"")]"
14,J. Pelupessy,[],2,B. van Polen,"[('yellow-card', ""43'""), ('sec-yellow-card', ""60'"")]"
21,R. Gosens,[],14,W. Brama,[]
17,B. Kuwas,[],23,D. Holla,"[('yellow-card', ""7'""), ('sub-out', ""22'"")]"
9,S. Armenteros,[],11,Q. Menig,"[('sub-out', ""65'"")]"
7,B. Darri,"[('sub-out', ""26'"")]",30,R. Thomas,[]
15,J. Navrátil,"[('sub-out', ""79'"")]",44,N. Brock-Madsen,"[('yellow-card', ""35'"")]"
