"
Chiapas
","
Tigres UANL"
Starting XI
23,M. Muñoz,[],22,E. Palos,[]
20,F. Araújo,[],6,Jorge Torres,[]
24,J. Patiño,[],4,H. Ayala,[]
2,B. Angulo,[],3,Juninho,[]
15,Bruno Pires,"[('yellow-card', ""39'"")]",8,L. Zelarrayán,[]
18,D. Villalpando,"[('sub-out', ""71'"")]",19,G. Pizarro,[]
28,Lucas Silva,[],29,J. Dueñas,[]
10,J. Fabbro,"[('yellow-card', ""74'"")]",20,J. Aquino,"[('sub-out', ""67'"")]"
7,L. Mendoza,[],18,I. Sosa,[]
22,Matheus,"[('sub-out', ""69'"")]",10,A. Gignac,"[('yellow-card', ""89'"")]"
29,Derley,"[('sub-out', ""55'"")]",25,J. Damm,"[('sub-out', ""67'"")]"
