"
Eibar
","
Málaga
"
Starting XI
1,Yoel,[],1,C. Kameni,[]
18,Arbilla,[],18,R. Rosales,"[('yellow-card', ""62'""), ('sec-yellow-card', ""71'"")]"
20,F. Lejeune,[],5,Diego Llorente,[]
4,Ramis,"[('sub-out', ""78'"")]",24,Luis Hernández,"[('yellow-card', ""79'"")]"
7,Ander Capa,"[('yellow-card', ""77'"")]",7,Juan Carlos,[]
5,G. Escalante,[],23,Miguel Torres,"[('yellow-card', ""79'"")]"
24,Adrián ,[],21,Jony,"[('sub-out', ""73'"")]"
21,Pedro León,"[('sub-out', ""82'"")]",17,Duda,"[('sub-out', ""57'"")]"
8,T. Inui,[],20,Keko,"[('sub-out', ""53'"")]"
14,Dani García,[],31,Pablo Fornals,"[('yellow-card', ""53'"")]"
9,Sergi Enrich,"[('sub-out', ""69'"")]",8,Michael Santos,[]
