"
Groningen
","
Vitesse
"
Starting XI
1,S. Padt,[],1,E. Room,[]
33,H. Hateboer,"[('yellow-card', ""90'+"")]",3,M. van der Werff,[]
6,E. Reijnen,[],6,A. Kruiswijk,[]
3,K. Larsen,[],5,K. Leerdam,[]
20,Y. van Nieff,[],37,G. Kashia,"[('sub-out', ""46'"")]"
12,J. Bacuna,[],10,A. Tighadouini,[]
22,S. Tibbling,[],41,J. Calor,"[('sub-out', ""77'"")]"
8,R. Jenssen,[],21,S. Yeini,[]
14,M. Mahi,"[('sub-out', ""84'"")]",25,N. Foor,"[('red-card', ""86'"")]"
11,B. Linssen,"[('sub-out', ""77'"")]",13,R. van Wolfswinkel,"[('sub-out', ""84'"")]"
13,A. Sørloth,[],7,M. Rashica,[]
