"
Atalanta
","
Udinese
"
Starting XI
57,M. Sportiello,[],1,O. Karnezis,[]
3,Rafael Tolói,[],3,Samir,[]
24,A. Conti,"[('sub-out', ""73'"")]",30,Felipe,[]
5,A. Masiello,[],5,Danilo,"[('yellow-card', ""23'"")]"
13,M. Caldara,[],23,E. Hallfreðsson,"[('sub-out', ""52'"")]"
4,R. Gagliardini,[],27,S. Widmer,[]
10,A. Gómez,"[('yellow-card', ""66'"")]",6,S. Fofana,[]
37,L. Spinazzola,"[('sub-out', ""80'"")]",26,S. Kums,"[('sub-out', ""83'"")]"
19,F. Kessié,[],8,E. Agyemang-Badu,[]
27,J. Kurtič,"[('sub-out', ""77'"")]",9,D. Zapata,"[('sub-out', ""65'"")]"
29,A. Petagna,[],77,C. Théréau,[]
