"
Groningen
","
Go Ahead Eagles
"
Starting XI
1,S. Padt,[],1,T. Zwarthoed,[]
33,H. Hateboer,"[('yellow-card', ""60'"")]",4,X. Schenk,"[('yellow-card', ""76'"")]"
6,E. Reijnen,[],3,S. Fischer,[]
5,S. Memišević,[],32,J. Groenbast,[]
20,Y. van Nieff,[],35,R. Achenteh,[]
8,R. Jenssen,[],23,N. Nieveld,[]
12,J. Bacuna,"[('yellow-card', ""66'""), ('sub-out', ""71'"")]",24,M. Ritzmaier,[]
10,A. Rusnák,"[('sub-out', ""84'"")]",77,J. Antonia,"[('sub-out', ""82'"")]"
22,S. Tibbling,[],14,D. Maatsen,"[('yellow-card', ""90'+"")]"
14,M. Mahi,[],9,L. de Kogel,"[('sub-out', ""67'"")]"
19,T. van Weert,"[('sub-out', ""58'"")]",11,R. Wolters,"[('sub-out', ""46'"")]"
