"
AFC Bournemouth
","
Watford
"
Starting XI
1,A. Boruc,[],1,Gomes,[]
11,C. Daniels,[],3,M. Britos,[]
26,T. Mings,[],4,Y. Kaboul,"[('yellow-card', ""79'"")]"
15,A. Smith,[],25,J. Holebas,"[('yellow-card', ""70'"")]"
3,S. Cook,"[('yellow-card', ""90'+"")]",27,C. Kabasele,"[('sub-out', ""85'"")]"
24,R. Fraser,"[('sub-out', ""81'"")]",5,S. Prödl,[]
19,J. Stanislas,"[('sub-out', ""74'"")]",16,A. Doucouré,"[('sub-out', ""88'"")]"
6,A. Surman,[],8,T. Cleverley,[]
32,J. Wilshere,[],29,E. Capoue,[]
13,C. Wilson,[],33,S. Okaka,"[('sub-out', ""62'"")]"
17,J. King,"[('sub-out', ""74'"")]",9,T. Deeney,[]
