"
Las Palmas
","
Valencia"
Starting XI
13,Javi Varas,[],1,Diego Alves,[]
12,Míchel,[],2,João Cancelo,[]
17,Bigas,[],24,E. Garay,[]
23,Dani Castellano,[],14,José Gayá,[]
3,M. Lemos,[],5,E. Mangala,[]
6,Montoro,[],18,Carlos Soler,"[('sub-out', ""87'"")]"
21,Jonathan Viera,"[('sub-out', ""77'"")]",17,Nani,"[('yellow-card', ""27'""), ('sub-out', ""67'"")]"
15,Roque Mesa,"[('yellow-card', ""82'"")]",8,E. Pérez,"[('yellow-card', ""44'""), ('sub-out', ""46'"")]"
7,K. Boateng,[],10,Dani Parejo,"[('yellow-card', ""64'"")]"
11,Momo,"[('sub-out', ""73'"")]",22,Santi Mina,[]
4,Vicente Gómez,"[('sub-out', ""65'"")]",9,Munir,"[('yellow-card', ""48'""), ('sec-yellow-card', ""51'"")]"
