"
AZ
","
Feyenoord
"
Starting XI
1,S. Rochet,[],25,B. Jones,[]
2,M. Johansson,[],33,Eric Botteghin,[]
5,R. Haps,"[('sub-out', ""60'"")]",6,J. van der Heijden,"[('yellow-card', ""54'"")]"
23,D. Luckassen,[],18,M. Nelom,[]
30,S. Wuytens,[],2,R. Karsdorp,"[('sub-out', ""75'"")]"
6,B. Rienstra,[],10,T. Vilhena,[]
8,J. van Overeem,[],8,K. El Ahmadi,"[('sub-out', ""76'"")]"
18,I. Bel Hassani,"[('sub-out', ""46'"")]",28,J. Toornstra,[]
9,W. Weghorst,[],11,E. Elia,[]
21,R. Mühren,[],19,S. Berghuis,"[('sub-out', ""78'"")]"
11,M. Tankovic,"[('sub-out', ""46'"")]",9,N. Jørgensen,[]
