"
Willem II
","
Heracles
"
Starting XI
1,K. Lamprou,[],1,B. Castro,"[('red-card', ""21'"")]"
26,K. Tshimanga,[],27,J. Hoogma,[]
5,D. Koppers,"[('sub-out', ""83'"")]",3,M. te Wierik,[]
4,J. Peters,[],12,W. Droste,"[('yellow-card', ""42'"")]"
46,P. van Anholt,[],21,R. Gosens,[]
29,D. Lachman,[],8,L. Duarte,"[('sub-out', ""23'"")]"
25,E. Lieftink,[],14,J. Pelupessy,[]
8,T. Haye,"[('sub-out', ""67'"")]",20,P. van Ooijen,[]
20,A. Kali,[],17,B. Kuwas,"[('sub-out', ""81'"")]"
9,Fran Sol,[],19,V. Vermeij,[]
58,O. Oularé,"[('sub-out', ""59'"")]",7,B. Darri,"[('sub-out', ""63'"")]"
