"
Deportivo Alavés
","
Barcelona
"
Starting XI
1,Fernando Pacheco,[],1,M. ter Stegen,[]
4,Alexis,[],23,S. Umtiti,"[('yellow-card', ""6'""), ('sub-out', ""66'"")]"
15,T. Hernández,"[('sub-out', ""87'"")]",19,L. Digne,[]
22,Carlos Vigaray,[],24,J. Mathieu,[]
5,Laguardia,"[('yellow-card', ""90'+"")]",4,I. Rakitić,"[('yellow-card', ""61'"")]"
6,Marcos Llorente,[],5,Busquets,"[('yellow-card', ""59'""), ('sub-out', ""64'"")]"
16,D. Torres,[],22,Aleix Vidal,[]
23,N. Krstičić,"[('sub-out', ""46'"")]",21,André Gomes,"[('sub-out', ""72'"")]"
9,C. Santos,[],11,Neymar,[]
25,A. Katai,"[('sub-out', ""57'"")]",10,L. Messi,[]
7,Rubén Sobrino,[],9,L. Suárez,[]
