"
PSV
","
Go Ahead Eagles
"
Starting XI
1,J. Zoet,[],1,T. Zwarthoed,[]
20,J. Brenet,[],4,X. Schenk,[]
3,H. Moreno,[],32,J. Groenbast,[]
5,D. Schwaab,[],3,S. Fischer,[]
4,S. Arias,[],23,N. Nieveld,"[('yellow-card', ""90'+"")]"
23,B. Ramselaar,[],35,R. Achenteh,[]
25,O. Zinchenko,"[('sub-out', ""83'"")]",6,S. Duits,"[('yellow-card', ""54'"")]"
6,D. Pröpper,[],24,M. Ritzmaier,"[('sub-out', ""88'"")]"
9,L. de Jong,[],11,R. Wolters,"[('sub-out', ""60'"")]"
11,L. Narsingh,"[('sub-out', ""60'"")]",77,J. Antonia,"[('sub-out', ""74'"")]"
7,G. Pereiro,"[('sub-out', ""64'"")]",14,D. Maatsen,[]
