"
Internazionale
","
Chievo
"
Starting XI
1,S. Handanovič,[],70,S. Sorrentino,[]
24,J. Murillo,[],3,D. Dainelli,[]
15,C. Ansaldi,"[('sub-out', ""60'"")]",18,M. Gobbi,[]
25,João Miranda,[],5,A. Gamberini,[]
33,D. D'Ambrosio,[],21,N. Frey,"[('sub-out', ""60'"")]"
6,João Mário,"[('sub-out', ""70'"")]",19,L. Castro,"[('sub-out', ""73'"")]"
7,G. Kondogbia,[],8,I. Radovanović,"[('yellow-card', ""63'"")]"
5,R. Gagliardini,[],23,V. Birsa,"[('yellow-card', ""32'""), ('sub-out', ""46'"")]"
87,A. Candreva,"[('sub-out', ""82'"")]",28,S. Bastien,[]
44,I. Perišić,[],69,R. Meggiorini,[]
9,M. Icardi,[],31,S. Pellissier,[]
