"
Monterrey
","
Pumas
"
Starting XI
1,H. González,"[('yellow-card', ""84'"")]",13,A. Saldívar,[]
6,E. Juárez,"[('sub-out', ""63'"")]",2,J. Van Rankin,"[('sub-out', ""73'"")]"
25,N. Sánchez,[],3,G. Alcoba,"[('yellow-card', ""33'"")]"
4,I. Piris,[],4,D. Verón,[]
3,C. Montes,[],10,Abraham,[]
18,L. Fuentes,[],17,J. Gallardo,"[('red-card', ""86'"")]"
10,E. Cardona,"[('sub-out', ""77'"")]",5,A. Mendoza,"[('yellow-card', ""65'""), ('sub-out', ""73'"")]"
21,J. Molina,[],30,N. Castillo,[]
16,C. Ortiz,[],11,B. Rabello,"[('sub-out', ""88'"")]"
7,Rogelio Funes Mori,"[('yellow-card', ""51'"")]",7,J. Cortés,[]
8,D. Pabón,"[('yellow-card', ""74'""), ('sub-out', ""86'"")]",8,P. Barrera,[]
