"
Chiapas
","
Pumas
"
Starting XI
23,M. Muñoz,[],13,A. Saldívar,[]
15,Bruno Pires,"[('sub-out', ""68'"")]",18,J. García,[]
2,B. Angulo,[],4,D. Verón,[]
20,F. Araújo,[],3,G. Alcoba,[]
34,A. Mosquera,[],5,A. Mendoza,[]
12,L. Miño,"[('sub-out', ""55'"")]",10,Abraham,"[('yellow-card', ""81'"")]"
18,D. Villalpando,[],6,K. Escamilla,[]
28,Lucas Silva,[],17,J. Gallardo,[]
19,F. Micolta,[],8,P. Barrera,[]
9,E. Esqueda,"[('sub-out', ""46'"")]",20,M. Britos,"[('sub-out', ""74'"")]"
7,L. Mendoza,[],11,B. Rabello,"[('sub-out', ""90'"")]"
