"
Manchester United
","
Tottenham Hotspur
"
Starting XI
1,David de Gea,[],1,H. Lloris,[]
36,M. Darmian,[],3,D. Rose,"[('yellow-card', ""82'"")]"
4,P. Jones,[],2,K. Walker,"[('yellow-card', ""78'"")]"
5,M. Rojo,[],4,T. Alderweireld,[]
16,M. Carrick,[],5,J. Vertonghen,[]
25,A. Valencia,"[('yellow-card', ""32'"")]",23,C. Eriksen,"[('sub-out', ""83'"")]"
21,Ander Herrera,"[('sub-out', ""90'+"")]",19,M. Dembélé,"[('sub-out', ""67'"")]"
6,P. Pogba,"[('yellow-card', ""64'"")]",12,V. Wanyama,"[('yellow-card', ""58'"")]"
22,H. Mkhitaryan,"[('yellow-card', ""76'""), ('sub-out', ""85'"")]",20,D. Alli,[]
9,Z. Ibrahimović,[],10,H. Kane,[]
11,A. Martial,"[('sub-out', ""72'"")]",7,Heung-Min Son,"[('sub-out', ""57'"")]"
