"
Olympique Marseille
","
Rennes
"
Starting XI
16,Y. Pelé,[],1,B. Costil,[]
13,G. Sertic,[],32,J. Gnagnon,[]
21,P. Evra,"[('sub-out', ""75'"")]",24,L. Baal,[]
6,Rolando,[],29,R. Danzé,[]
19,W. Vainqueur,"[('yellow-card', ""61'"")]",5,Pedro Mendes,[]
27,M. Lopez,"[('sub-out', ""79'"")]",21,B. André,[]
8,M. Sanson,[],26,S. Prcić,[]
26,F. Thauvin,"[('sub-out', ""86'"")]",18,M. Amalfitano,"[('sub-out', ""21'"")]"
29,A. Zambo Anguissa,[],8,C. Chantôme,"[('sub-out', ""15'"")]"
11,D. Payet,[],7,N. Mubele,"[('sub-out', ""69'"")]"
14,C. N'Jie,[],13,G. Sio,[]
