"
Ajax
","
Groningen"
Starting XI
24,A. Onana,[],1,S. Padt,[]
26,N. Viergever,[],6,E. Reijnen,"[('yellow-card', ""80'"")]"
5,D. Sánchez,[],33,H. Hateboer,[]
3,J. Veltman,[],3,K. Larsen,[]
30,D. van de Beek,[],20,Y. van Nieff,[]
8,D. Sinkgraven,"[('yellow-card', ""51'""), ('sub-out', ""73'"")]",8,R. Jenssen,"[('sub-out', ""82'"")]"
22,H. Ziyech,[],22,S. Tibbling,[]
25,K. Dolberg,[],12,J. Bacuna,"[('yellow-card', ""30'""), ('sub-out', ""46'"")]"
20,L. Schöne,[],10,A. Rusnák,"[('yellow-card', ""72'""), ('sub-out', ""82'"")]"
17,V. Černý,"[('sub-out', ""60'"")]",19,T. van Weert,[]
11,A. Younes,"[('sub-out', ""90'"")]",14,M. Mahi,[]
