"
Norwich City
","
Southampton
"
Starting XI
33,M. McGovern,[],41,H. Lewis,[]
5,R. Martin,[],24,J. Stephens,[]
3,Martin Olsson,[],3,M. Yoshida,[]
2,S. Whittaker,[],17,V. van Dijk,[]
15,T. Klose,"[('sub-out', ""69'"")]",21,R. Bertrand,[]
21,A. Pritchard,"[('sub-out', ""79'"")]",16,J. Ward-Prowse,[]
27,A. Tettey,"[('yellow-card', ""58'"")]",23,P. Højbjerg,[]
8,J. Howson,[],39,J. Sims,"[('yellow-card', ""50'""), ('sub-out', ""79'"")]"
10,C. Jerome,[],11,D. Tadić,[]
7,S. Naismith,[],18,H. Reed,"[('sub-out', ""63'"")]"
31,Josh Murphy,"[('sub-out', ""69'"")]",7,S. Long,"[('sub-out', ""63'"")]"
