"
Atlas
","
León
"
Starting XI
30,M. Fraga,[],25,W. Yarbrough,[]
3,L. Jiménez,[],35,Juan González,[]
18,L. Robles,[],15,C. Guzmán,"[('sub-out', ""54'"")]"
5,G. Aguirre,"[('sub-out', ""46'"")]",3,G. Burdisso,[]
20,C. Aboagye,[],24,O. Rodríguez,"[('yellow-card', ""45'"")]"
14,R. Reyes,[],6,D. Novaretti,[]
9,F. Martínez,"[('sub-out', ""67'"")]",20,L. López,[]
13,J. Salas,"[('yellow-card', ""41'""), ('sub-out', ""46'"")]",8,Elías Hernández,[]
28,M. Barragán,[],10,L. Montes,"[('sub-out', ""66'"")]"
27,J. Madueña,[],17,M. Boselli,[]
15,B. Garnica,[],9,G. Cano,"[('sub-out', ""59'"")]"
