"
Angers SCO
","
Bastia
"
Starting XI
16,M. Michel,[],1,T. Vincensini,[]
28,I. Cissokho,"[('yellow-card', ""50'"")]",28,F. Marange,[]
24,R. Thomas,[],23,A. Djiku,[]
6,G. Bourillon,[],4,A. El Kaoutari,[]
25,A. Bamba,[],20,P. Bengtsson,"[('sub-out', ""41'"")]"
20,F. Tait,"[('sub-out', ""62'"")]",8,G. Danic,[]
18,B. Santamaria,[],15,P. Oniangué,[]
5,T. Mangani,[],10,A. Saint-Maximin,[]
17,C. N'Doye,[],18,Y. Cahuzac,"[('sub-out', ""73'""), ('red-card', ""74'"")]"
22,J. Bamba,"[('sub-out', ""81'"")]",12,A. Keita,[]
7,K. Toko Ekambi,"[('sub-out', ""78'"")]",14,M. Mostefa,"[('sub-out', ""56'"")]"
