"
Santos Laguna
","
Querétaro
"
Starting XI
1,Jonathan Orozco,[],1,Tiago Volpi,[]
24,C. Izquierdoz,[],3,M. Martínez,[]
286,J. Sánchez,[],27,H. Mier,[]
14,N. Araújo,[],6,J. Forlín,"[('sub-out', ""80'"")]"
19,J. Villafaña,[],28,J. Gómez,[]
10,O. Martínez,"[('yellow-card', ""67'"")]",29,N. Cardozo,"[('yellow-card', ""66'"")]"
16,U. Rivas,[],14,L. Noriega,"[('sub-out', ""63'"")]"
11,U. Dávila,"[('sub-out', ""71'"")]",19,Y. Candelo,[]
9,J. Furch,[],12,J. Bornstein,[]
7,W. Sandoval,"[('sub-out', ""83'"")]",11,E. Benítez,"[('sub-out', ""61'"")]"
21,Djaniny,"[('sub-out', ""90'"")]",30,E. Villa,[]
