"
Barcelona
","
Real Madrid
"
Starting XI
1,M. ter Stegen,[],1,K. Navas,[]
14,J. Mascherano,"[('yellow-card', ""89'"")]",5,R. Varane,[]
18,Jordi Alba,[],12,Marcelo,[]
3,Piqué,[],2,Daniel Carvajal,"[('yellow-card', ""80'"")]"
5,Busquets,"[('yellow-card', ""83'"")]",4,Sergio Ramos,[]
4,I. Rakitić,"[('sub-out', ""60'"")]",19,L. Modrić,[]
20,Sergi Roberto,[],22,Isco,"[('yellow-card', ""13'""), ('sub-out', ""66'"")]"
21,André Gomes,"[('sub-out', ""78'"")]",16,M. Kovačić,"[('sub-out', ""86'"")]"
9,L. Suárez,"[('yellow-card', ""75'"")]",7,Cristiano Ronaldo,[]
10,L. Messi,[],9,K. Benzema,"[('sub-out', ""77'"")]"
11,Neymar,"[('yellow-card', ""28'""), ('sub-out', ""87'"")]",17,Lucas Vázquez,[]
